,resultUom,phenomenonTimeReferenceYear,resultMeanValue,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent,pollution_status
108,{massRatio},2008,38.6866,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
109,{massRatio},2008,102.096,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
110,%,2008,97.3333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
111,mg{Si}/L,2008,12.975,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
112,mg{NO2}/L,2008,0.0591446484,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
113,mg{NO3}/L,2008,14.569832509999998,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
114,mg{NH4}/L,2008,0.167798064,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
115,{massRatio},2008,35.2395,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
116,mg{N}/L,2008,1.35306,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
117,mg{N}/L,2008,5.70435,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
118,[pH],2008,7.58081,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
119,ug/L,2008,10.625,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
120,mg{Si}/L,2008,14.3,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
121,mg{NO3}/L,2008,19.75132612,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
122,mg{P}/L,2008,0.0528,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
123,mg{P}/L,2008,0.0346,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
124,mg{P}/L,2008,0.0032,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
125,mg{P}/L,2008,0.0338,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
126,mg{P}/L,2008,0.0029,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
127,mg{P}/L,2008,0.0035,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
128,mg{P}/L,2008,0.1009,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
129,mg{P}/L,2008,0.0097,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
130,mg{P}/L,2008,0.0081,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
131,mg{P}/L,2008,0.0157,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
132,mg{P}/L,2008,0.0256,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
133,mg{P}/L,2008,0.0507,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
134,mg{P}/L,2008,0.0125,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
135,mg{N}/L,2008,3.4858300000000004,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
136,mg{N}/L,2008,3.35555,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
137,mg{NO3}/L,2008,24.89116166,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
138,mg{NO2}/L,2008,0.10995947635,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
139,mg{N}/L,2008,0.983951,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
140,[pH],2006,8.1417,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
141,[pH],2006,7.15,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
142,mg{NH4}/L,2009,0.10948,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
143,mg{P}/L,2009,0.205,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
144,mg{P}/L,2009,0.221,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
145,mg{P}/L,2009,0.011833,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,1
146,Cel,2009,12.5593,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,1
147,mg{NH4}/L,2009,0.080425296,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,1
148,mg{NO3}/L,2009,15.02253753,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,1
149,mg{P}/L,2009,0.143333,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,0
150,mg{P}/L,2009,0.182143,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,0
151,mg{P}/L,2009,0.09,Germany,237.30759674834,38.767233989074136,22635423.0,582211.0,0.0328245736854824,0.0,3.746739914932753,3781698549834.74,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,0.0,47.83,1
152,%,2009,100.525,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
153,mg{NO3}/L,2009,0.6773309999999999,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
154,mg{NO3}/L,2009,1.3059649999999998,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
155,mg{O2}/L,2009,17.35,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
156,mg{N}/L,2009,1.4,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
157,mg{NO3}/L,2009,3.665556,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
158,uS/cm,2009,384.667,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
159,Cel,2009,13.8,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
160,%,2009,104.05,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
161,%,2009,99.95,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
162,mg{O2}/L,2009,2.595,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
163,mg{O2}/L,2009,34.725,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
164,mg{N}/L,2009,1.965,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
165,mg{O2}/L,2012,1.3075,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,1
166,[pH],2009,7.68,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
167,mg{NH4}/L,2009,0.114632,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
168,mg{P}/L,2009,0.092,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
169,%,2009,100.6,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
170,mg{P}/L,2009,0.207,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
171,Cel,2009,12.544,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
172,mg{C}/L,2009,3.508,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
173,mg{NO2}/L,2009,0.0578072,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
174,mg{NO3}/L,2009,34.07125448,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
175,{massRatio},2009,542.822,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
176,ug/L,2009,9.54375,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
177,mg{O2}/L,2009,12.6333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
178,ug/L,2009,5.9625,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
179,mg{N}/L,2009,2.33583,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
180,mg{N}/L,2009,8.628919999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
181,ug/L,2009,1.5,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
182,Cel,2009,11.4917,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
183,mg{N}/L,2009,5.78869,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
184,mg{O2}/L,2009,1.85889,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
185,ug/L,2016,0.05,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
186,ug/L,2016,0.01,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
187,ug/L,2016,0.01,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
188,mg{NH4}/L,2009,0.03864,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
189,mg{O2}/L,2009,10.0,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
190,uS/cm,2009,312.75,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
191,[pH],2009,7.715,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
192,%,2009,74.0,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
193,uS/cm,2009,377.875,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
194,[pH],2009,7.769,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
195,mg{O2}/L,2009,1.3,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
196,mg{N}/L,2009,0.2855,Finland,18.1485472672831,14.177182135138864,2147000.0,18927.0,0.000387043470111,0.0,21.0074572159712,252692239709.946,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.73,0.0,28.12,1
197,mg{C}/L,2009,11.1632,Finland,18.1485472672831,14.177182135138864,2147000.0,18927.0,0.000387043470111,0.0,21.0074572159712,252692239709.946,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.73,0.0,28.12,0
198,mg{P}/L,2009,0.107,Finland,18.1485472672831,14.177182135138864,2147000.0,18927.0,0.000387043470111,0.0,21.0074572159712,252692239709.946,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.73,0.0,28.12,0
199,ug/L,2010,0.02,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
200,ug/L,2010,0.19283,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
201,mg{NO2}/L,2008,0.0361295,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
202,mg{N}/L,2009,2.88868,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
203,mg{NH4}/L,2009,0.6491520000000001,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,0
204,ug/L,2011,0.02,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
205,mg{NO3}/L,2009,0.9943042,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
206,mg{NO2}/L,2009,0.00755435,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
207,mg{C}/L,2009,2.6333,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
208,mg{O2}/L,2012,14.1167,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,0
209,mg{O2}/L,2009,2.9,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
210,mg{N}/L,2009,1.03333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
211,mg{P}/L,2009,0.015364,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
212,Cel,2009,14.2417,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
213,mg{N}/L,2009,0.291348,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
214,mg{P}/L,2009,0.0246096,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
215,mg{Si}/L,2009,23.8866,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
216,mg{NO2}/L,2009,0.023324712525,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
217,{massRatio},2009,20.0584,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
218,mg{NO2}/L,2009,0.0341542017,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
219,{massRatio},2009,26.2757,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
